source,data,target,stato,codice_regione,denominazione_provincia,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,,,,,,,,,,,,,,,,,,,,,,
,28/09/2020,1 wk ahead cum death,US,27,Limestone County,27.664827,-81.515754,6237,6237,598,0,,138,704655,0,,,,,69,,108139,97236,1322,0,95,,,,,94165,,0,812794,1322,40048,66989,,,,0,796968,0
,28/09/2020,1 wk ahead cum death,US,55,Limestone County,107.729553,-33.6859,959,959,301,39,,,398899,4530,,,,,,,20933,20933,723,0,,,,,,12854,,0,419832,5253,,,,,,0,419832,5253
,28/09/2020,1 wk ahead cum death,US,55,Limestone County,36.778261,-119.417932,,,1140,0,,296,3261824,30996,,,,,,,238939,231362,2532,0,,,,,,206471,,0,3500763,33528,,12872,,,,0,3493186,33243
,28/09/2020,1 wk ahead cum death,US,8,Limestone County,37.839333,-84.270018,1192,1192,207,33,268,38,235108,822,9771,,,,,,29653,29653,706,0,527,,,,,24336,710266,6732,710266,6732,10298,,,,264761,1528,738020,7118
,28/09/2020,1 wk ahead cum death,US,24,Limestone County,63.588753,-154.493062,2593,2593,311,38,,,469310,3442,,,,,,,54467,54467,924,0,,,,,,37122,,0,523777,4366,,,,,524094,4368,756460,12277
,28/09/2020,1 wk ahead cum death,US,12,Limestone County,108.729553,-32.6859,761,761,18,1,245,,294150,1880,,,,,,,9426,9426,77,0,,,,,,8134,,0,518144,4692,32460,,31654,,303576,1957,518144,4692
,28/09/2020,1 wk ahead cum death,US,21,Limestone County,109.729553,-31.6859,24092,24092,733,115,,178,3853363,32519,,,,,60,,216994,216994,971,0,,,,,,35654,,0,4070357,33490,,,,,,0,4070357,33490
OliverWyman-Navigator,28/09/2020,1 wk ahead cum death,US,21,Limestone County,39.550051,-105.782067,3789,3789,145,31,,,984739,7132,,,,,,,34290,34290,577,0,,,,,,19127,,0,1019029,7709,,,,,,0,1019029,7709
,28/09/2020,1 wk ahead cum death,US,2,Limestone County,44.068202,-114.742041,,,486,0,,142,657375,-2729,,,,,63,,87969,87969,655,0,,,,,,2293,1111192,1111192,745344,-2074,,,,,745344,-466,1154583,0
,28/09/2020,1 wk ahead cum death,US,1,Limestone County,110.729553,-30.6859,89995,89995,897,0,,197,11995992,131752,,,,,95,,479400,479400,1460,0,,,,,,78006,12475392,133212,12475392,133212,,,,,,0,,0
,28/09/2020,1 wk ahead cum death,US,5,Limestone County,,,16824,16824,1041,108,3507,266,3585136,32149,,,,,134,,175843,165627,2178,0,,,,,,147063,,0,3760979,34327,,,,,,0,3750763,34218
,28/09/2020,1 wk ahead cum death,US,4,Limestone County,63.588753,-154.493062,7601,7601,781,72,,293,1294932,11878,,,1294932,,,8124,103836,103836,1221,0,4411,,,,115879,88780,,0,1398768,13099,83562,,,,,0,1412757,13372
,28/09/2020,1 wk ahead cum death,US,6,Limestone County,32.318231,-86.902298,2868,2868,199,20,,49,730751,7359,,,730751,,16,,38525,36585,365,0,,,,,,5870,,0,769276,7724,,,,,767336,7702,,0
,28/09/2020,1 wk ahead cum death,US,8,Limestone County,35.20105,-91.831833,,,799,0,,,2089197,14468,,,,,94,,177520,170794,1598,0,,,,,,142016,,0,2266717,16066,,,,,2259991,15912,3482076,34781
,28/09/2020,1 wk ahead cum death,US,9,Limestone County,34.048928,-111.093731,,,354,0,,62,305972,0,,,303412,,37,,56085,27947,569,0,28138,,,,7002,25071,,0,362057,569,,,,,,0,310546,0
,28/09/2020,1 wk ahead cum death,US,11,Limestone County,36.778261,-119.417932,2999,2999,129,15,,12,359338,3439,,,889584,,5,,27438,27438,274,0,,,,,37600,2493,927184,14925,927184,14925,,,,,386776,3713,,0
,28/09/2020,1 wk ahead cum death,US,10,Limestone County,39.550051,-105.782067,9798,9798,762,63,,204,1385502,18746,67652,,1338036,,94,,161106,154869,1297,0,7857,13214,,,202335,80460,,0,1546608,20043,75509,76551,,,,0,1540371,19886
,28/09/2020,1 wk ahead cum death,US,12,Limestone County,41.603221,-73.087749,2000,2000,304,37,,,193227,1121,,,,,,,31012,30220,797,0,,,,,,23576,,0,224239,1918,,,,,224239,1918,347216,4254
,28/09/2020,1 wk ahead cum death,US,13,Limestone County,38.905985,-77.033418,9416,9416,1331,45,,378,3045836,22553,,,3000124,,173,,222827,212116,2289,0,,,,,257828,200164,,0,3268663,24842,,,,,,0,3257952,24653
,28/09/2020,1 wk ahead cum death,US,15,Limestone County,38.910832,-75.52767,,,4263,0,,1290,6302082,39488,,,,,,,809808,809808,4726,0,41396,19343,,,,716015,,0,7111890,44214,444135,213011,,,,0,7111890,44214
,28/09/2020,1 wk ahead cum death,US,19,Limestone County,27.664827,-81.515754,4511,4511,277,51,1001,99,857541,5817,,,,400,,,90461,90461,1498,0,,3192,,3039,,66683,,0,948002,7315,,54484,,27214,948002,7315,1257881,12028
,28/09/2020,1 wk ahead cum death,US,16,Limestone County,32.157435,-82.907123,19840,19840,1009,86,,220,2173685,21355,,,,,104,319,162941,153117,1331,0,,,,,182743,18831,2326802,22433,2326802,22433,,,,,,0,,0
,28/09/2020,1 wk ahead cum death,US,17,Limestone County,19.898682,-155.665857,,,,0,,,21038,179,,,,,,31,1327,,-1,0,,,,,,1292,,0,22365,178,,,,,,0,22396,178
,28/09/2020,1 wk ahead cum death,US,18,Limestone County,41.878003,-93.097702,,,6,0,,,173823,456,,,,,,,1903,1903,14,0,,,,,,1685,,0,175726,470,,,,,175726,470,,0
,28/09/2020,1 wk ahead cum death,US,20,Limestone County,44.068202,-114.742041,7883,7883,281,9,,,2051000,21867,,,,,25,,95509,95509,734,0,,,,,,,2146509,22601,2146509,22601,,,,,,0,,0
,28/09/2020,1 wk ahead cum death,US,21,Limestone County,40.633125,-89.398528,8892,8892,1043,138,1308,264,1579844,11455,,,,,,236,171122,162325,4040,0,,,,,,127576,,0,1750966,15495,,,,,1742169,15202,,0
,28/09/2020,1 wk ahead cum death,US,22,Limestone County,40.551217,-85.602364,,,180,0,,60,637332,6685,,,,,31,,19082,18360,264,0,,,,,,14066,,0,656414,6949,18434,,,,,0,655692,6921
,28/09/2020,1 wk ahead cum death,US,25,Limestone County,39.011902,-98.484246,354,354,51,2,,,108014,5165,,,197432,,,,8375,7089,198,0,,,,,6948,6360,,0,116389,5363,,,,,115103,5340,204381,10441
,28/09/2020,1 wk ahead cum death,US,24,Limestone County,37.839333,-84.270018,,,56,0,,,505994,2244,,,506755,,7,,11183,11183,144,0,,,,,10109,5950,,0,517177,2388,,,,,,0,517177,2388
,28/09/2020,1 wk ahead cum death,US,23,Limestone County,31.244823,-92.145024,18635,18635,834,195,1907,,1078476,4352,,,,1085,,,167977,147745,784,0,,,,,,74238,,0,1226221,5014,,,60687,,,0,1226221,5014
,28/09/2020,1 wk ahead cum death,US,26,Limestone County,111.729553,-29.6859,6148,6148,582,79,,241,1083107,9793,,,1083107,755,112,,95246,90235,1079,0,,3300,,5537,,85597,,0,1173342,10677,,21856,,31294,,0,1173342,10677
,28/09/2020,1 wk ahead cum death,US,27,Limestone County,39.045755,-76.641271,,,,0,,,1616,0,,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
,28/09/2020,1 wk ahead cum death,US,29,Limestone County,45.253783,-69.445469,20366,20366,711,54,,163,1366610,7263,,,,,85,,227635,222592,901,0,,,,,,37586,,0,1589202,8051,303875,,,,1589202,8051,,0
,28/09/2020,1 wk ahead cum death,US,28,Limestone County,112.729553,-28.6859,,,3126,0,,753,15570415,89104,,,,,,,855072,855072,2666,0,,,,,,,,0,16425487,91770,,,,,,0,16425487,91770
,28/09/2020,1 wk ahead cum death,US,30,Limestone County,113.729553,-27.6859,8003,8003,385,88,,,957890,8218,162253,,,,,,80085,74655,1048,0,12313,,,,,6922,1588632,17303,1588632,17303,174566,,,,1032545,9229,,0
,28/09/2020,1 wk ahead cum death,US,37,Limestone County,114.729553,-26.6859,11845,11845,188,0,,,1856863,8212,,,,,,,61861,59384,164,0,,,,,,9522,,0,1918724,8376,,,,,,0,1916247,8359
,28/09/2020,1 wk ahead cum death,US,38,Limestone County,115.729553,-25.6859,,,86,0,,24,432130,5117,,,,,7,,16132,,64,0,,,,,,12627,448262,5181,448262,5181,,,,,235263,1813,,0
,28/09/2020,1 wk ahead cum death,US,31,Limestone County,116.729553,-24.6859,,,116,0,,22,294358,1000,,,,,,,22465,21380,71,0,,,,,,11665,,0,316823,1071,,,,,316823,1071,490160,656
,28/09/2020,1 wk ahead cum death,US,33,Limestone County,117.729553,-23.6859,47011,47011,2155,258,,,4873615,18940,487730,475588,7084988,,,4298,741632,718765,2883,0,51923,,50676,,954232,,,0,5615247,21823,539844,,526404,,5622438,21822,8083092,40330
,28/09/2020,1 wk ahead cum death,US,34,Limestone County,118.729553,-22.6859,29918,29918,1705,156,5546,,2869707,22463,,,2891376,,,,334601,334601,1297,0,27039,,,,312932,,,0,3204308,23760,313858,,,,,0,3204308,23760
,28/09/2020,1 wk ahead cum death,US,35,Limestone County,119.729553,-21.6859,,,62,0,,14,53553,451,,,,,4,,3341,3331,75,0,5,10,,,,2295,,0,56894,526,198,27,,,56884,525,56865,522
,28/09/2020,1 wk ahead cum death,US,32,Limestone County,120.729553,-20.6859,951,951,109,12,,26,295153,0,,,,,14,,13773,13575,61,0,,,,,13520,10834,458472,2354,458472,2354,,,,,308090,0,,0
,28/09/2020,1 wk ahead cum death,US,36,Limestone County,121.729553,-19.6859,,,473,0,,106,731869,3338,,59226,,,46,,97384,97384,1046,0,,,3612,4722,,79121,,0,829253,4384,,,62877,43301,830861,4379,,0
,28/09/2020,1 wk ahead cum death,US,39,Limestone County,122.729553,-18.6859,2086,2086,187,28,487,54,296616,2276,,,,,,,49247,44160,584,0,,,,,,24699,,0,340776,2776,,,,,340776,2776,,0
,28/09/2020,1 wk ahead cum death,US,40,Limestone County,123.729553,-17.6859,,,1974,0,,390,6136318,49807,,,,,153,,330643,327605,2862,0,,,,,,,,0,6466961,52669,,,,,,0,6463923,52669
,28/09/2020,1 wk ahead cum death,US,41,Limestone County,124.729553,-16.6859,14228,14228,1357,113,2818,396,1371791,5972,,,,,125,,139269,,1165,0,,,,,140388,104647,,0,2442572,21445,,,,,1511060,7137,2442572,21445
,28/09/2020,1 wk ahead cum death,US,42,Limestone County,125.729553,-15.6859,3309,3309,488,70,913,128,510672,6453,,,,280,42,,69155,,1293,0,,,,,,2340,,0,579827,7746,,,,,579827,7746,,0
,28/09/2020,1 wk ahead cum death,US,44,Limestone County,126.729553,-14.6859,6479,6479,711,220,1606,185,1530828,9903,,,,,,,83013,71059,1322,0,,,,,,16756,,0,1601887,10882,79394,37340,,,,0,1601887,10882
,28/09/2020,1 wk ahead cum death,US,45,Limestone County,127.729553,-13.6859,,,582,0,,,2343514,5996,,,,,64,,176209,173121,880,0,,,,,,161792,,0,2519723,6876,,,,,2516635,6316,,0
,28/09/2020,1 wk ahead cum death,US,46,Limestone County,128.729553,-12.6859,12933,12933,499,34,,88,2318868,12539,,,,,28,,140992,138083,580,0,,,,,180226,118892,,0,4896199,38684,,,123336,156556,2456951,13057,4896199,38684
,28/09/2020,1 wk ahead cum death,US,47,Limestone County,129.729553,-11.6859,16215,16215,417,65,,113,1627736,8770,,129260,,,,,132918,132918,575,0,,,12794,,159744,7812,,0,2956824,21891,,,142054,,1760654,9345,2956824,21891
,28/09/2020,1 wk ahead cum death,US,48,Limestone County,130.729553,-10.6859,463,463,8,0,,3,514586,6088,10149,,512968,,0,,5816,5191,36,0,349,,,,6492,5052,,0,520402,6124,10510,,,,,0,519777,6119
,28/09/2020,1 wk ahead cum death,US,49,Limestone County,131.729553,-9.6859,,,899,0,,230,3974957,28260,,,3974957,,95,,154455,139061,1593,0,,,,,191279,104271,,0,4129412,29853,308581,,,,,0,4166236,29588
,28/09/2020,1 wk ahead cum death,US,51,Limestone County,132.729553,-8.6859,8585,8585,487,85,2346,134,1497468,11181,,,,,,,115943,115763,1369,0,,,,,,103830,2367344,12220,2367344,12220,,16183,,,1613231,12370,,0
,28/09/2020,1 wk ahead cum death,US,50,Limestone County,133.729553,-7.6859,,,1413,0,,,1203482,-99955,78204,71709,2030924,,,,148679,148679,4449,0,4773,4545,3618,,171289,,,0,2206374,130675,83174,22504,68054,13050,1352161,-95506,2206374,130675
,28/09/2020,1 wk ahead cum death,US,53,Limestone County,134.729553,-6.6859,4,4,,0,,,15456,335,,,,,,,77,77,0,0,,,,,,29,,0,15533,335,,,,,15533,337,21290,1455
,28/09/2020,1 wk ahead cum death,US,55,Limestone County,135.729553,-5.6859,6237,6237,633,0,,143,704655,0,,,,,72,,106817,96505,876,0,95,,,,,94165,,0,811472,876,40048,66989,,,,0,796968,0
,28/09/2020,1 wk ahead cum death,US,54,Limestone County,136.729553,-4.6859,920,920,292,9,,,394369,4329,,,,,,,20210,20210,599,0,,,,,,12068,,0,414579,4928,,,,,,0,414579,4928
,28/09/2020,1 wk ahead cum death,US,56,Limestone County,137.729553,-3.6859,,,1152,0,,300,3230828,20726,,,,,,,236407,229115,1926,0,,,,,,206471,,0,3467235,22652,,11616,,,,0,3459943,22345
NotreDame-mobility,28/09/2020,1 wk ahead cum death,US,56,Limestone County,138.729553,-2.6859,1159,1159,206,33,262,39,234286,786,9740,,,,,,28947,28947,702,0,513,,,,,23823,703534,7466,703534,7466,10253,,,,263233,1488,730902,7800
,28/09/2020,1 wk ahead cum death,US,2,Limestone County,139.729553,-1.6859,2555,2555,315,12,,,465868,3214,,,,,,,53543,53543,704,0,,,,,,36950,,0,519411,3918,,,,,519726,3921,744183,9491
,28/09/2020,1 wk ahead cum death,US,1,Limestone County,140.729553,-0.6859,760,760,19,2,245,,292270,3699,,,,,,,9349,9349,70,0,,,,,,8068,,0,513452,5373,32424,,31619,,301619,3769,513452,5373
,28/09/2020,1 wk ahead cum death,US,5,Limestone County,,,23977,23977,699,0,,168,3820844,63344,,,,,58,,216023,216023,938,0,,,,,,35580,,0,4036867,64282,,,,,,0,4036867,65270
,28/09/2020,1 wk ahead cum death,US,4,Limestone County,63.588753,-154.493062,3758,3758,125,23,,,977607,8063,,,,,,,33713,33713,351,0,,,,,,18960,,0,1011320,8414,,,,,,0,1011320,8414
,28/09/2020,1 wk ahead cum death,US,6,Limestone County,32.318231,-86.902298,,,519,0,,133,660104,3262,,,,,64,,87314,87314,479,0,,,,,,2293,,0,747418,3741,,,,,745810,3879,1154583,7220
,28/09/2020,1 wk ahead cum death,US,8,Limestone County,35.20105,-91.831833,89995,89995,938,0,,201,11864240,110512,,,,,100,,477940,477940,1232,0,,,,,,77870,12342180,111744,12342180,111744,,,,,,0,,0
,28/09/2020,1 wk ahead cum death,US,9,Limestone County,34.048928,-111.093731,16716,16716,1042,151,3464,268,3552987,25872,,,,,140,,173665,163558,2039,0,,,,,,145969,,0,3726652,27911,,,,,,0,3716545,27752
,28/09/2020,1 wk ahead cum death,US,11,Limestone County,36.778261,-119.417932,7529,7529,749,264,,289,1283054,10831,,,1283054,,,6224,102615,102615,1122,0,4411,,,,114382,87575,,0,1385669,11953,83562,,,,,0,1399385,11957
,28/09/2020,1 wk ahead cum death,US,10,Limestone County,39.550051,-105.782067,2848,2848,202,31,,50,723392,9895,,,723392,,20,,38160,36242,380,0,,,,,,5870,,0,761552,10275,,,,,759634,10259,,0
,28/09/2020,1 wk ahead cum death,US,12,Limestone County,41.603221,-73.087749,,,749,0,,,2074729,14636,,,,,91,,175922,169350,1276,0,,,,,,140737,,0,2250651,15912,,,,,2244079,15733,3447295,30419
,28/09/2020,1 wk ahead cum death,US,13,Limestone County,38.905985,-77.033418,,,343,0,,53,305972,0,,,303412,,37,,55516,27629,976,0,27887,,,,7002,24788,,0,361488,976,,,,,,0,310546,0
,28/09/2020,1 wk ahead cum death,US,66,Limestone County,38.910832,-75.52767,2984,2984,131,23,,13,355899,2165,,,874953,,4,,27164,27164,204,0,,,,,37306,2481,912259,6610,912259,6610,,,,,383063,2369,,0
,28/09/2020,1 wk ahead cum death,US,15,Limestone County,27.664827,-81.515754,9735,9735,792,81,,204,1366756,14158,67368,,1319612,,91,,159809,153729,926,0,7789,12919,,,200873,79781,,0,1526565,15084,75157,73783,,,,0,1520485,14924
,28/09/2020,1 wk ahead cum death,US,19,Limestone County,32.157435,-82.907123,1963,1963,303,52,,,192106,1043,,,,,,,30215,29520,876,0,,,,,,23320,,0,222321,1919,,,,,222321,1919,342962,4245
,28/09/2020,1 wk ahead cum death,US,16,Limestone County,141.729553,0.3141,9371,9371,1301,62,,354,3023283,16488,,,2977826,,161,,220538,210016,1709,0,,,,,255473,198465,,0,3243821,18197,,,,,,0,3233299,17898
,28/09/2020,1 wk ahead cum death,US,17,Limestone County,19.898682,-155.665857,,,4131,0,,1237,6262594,50986,,,,,,,805082,805082,4667,0,40963,19098,,,,711438,,0,7067676,55653,440413,211318,,,,0,7067676,55653
,28/09/2020,1 wk ahead cum death,US,18,Limestone County,41.878003,-93.097702,4460,4460,269,77,991,97,851724,7811,,,,396,,,88963,88963,1144,0,,3116,,2964,,65472,,0,940687,8955,,52937,,26547,940687,8955,1245853,13909
,28/09/2020,1 wk ahead cum death,US,20,Limestone County,44.068202,-114.742041,19754,19754,1007,98,,230,2152330,11125,,,,,102,334,161610,152039,805,0,,,,,181521,18747,2304369,11807,2304369,11807,,,,,,0,,0
,28/09/2020,1 wk ahead cum death,US,21,Limestone County,40.633125,-89.398528,,,,0,,,20859,122,,,,,,31,1328,,3,0,,,,,,1293,,0,22187,125,,,,,,0,22218,127
,28/09/2020,1 wk ahead cum death,US,22,Limestone County,40.551217,-85.602364,,,0,0,,,173367,693,,,,,,,1889,1889,3,0,,,,,,1678,,0,175256,696,,,,,175256,696,,0
,28/09/2020,1 wk ahead cum death,US,25,Limestone County,39.011902,-98.484246,7874,7874,279,0,,,2029133,0,,,,,26,,94775,94775,0,0,,,,,,,2123908,0,2123908,0,,,,,,0,,0
,28/09/2020,1 wk ahead cum death,US,24,Limestone County,37.839333,-84.270018,8754,8754,1017,153,1304,246,1568389,11435,,,,,,213,167082,158578,3323,0,,,,,,125411,,0,1735471,14758,,,,,1726967,14542,,0
,28/09/2020,1 wk ahead cum death,US,23,Limestone County,31.244823,-92.145024,,,180,0,,61,630647,4536,,,,,28,,18818,18124,263,0,,,,,,13815,,0,649465,4799,18237,,,,,0,648771,4752
,28/09/2020,1 wk ahead cum death,US,26,Limestone County,142.729553,1.3141,352,352,45,9,,,102849,-3030,,,187733,,,,8177,6914,213,0,,,,,6206,6261,,0,111026,-2817,,,,,109763,-2856,193940,-1056
,28/09/2020,1 wk ahead cum death,US,27,Limestone County,39.045755,-76.641271,,,59,0,,,503750,8707,,,504419,,8,,11039,11039,155,0,,,,,10057,5909,,0,514789,8862,,,,,,0,514789,8862
,28/09/2020,1 wk ahead cum death,US,29,Limestone County,45.253783,-69.445469,18440,18440,823,261,1896,,1074124,5737,,,,1072,,,167193,147083,1117,0,,,,,,71240,,0,1221207,6597,,,60552,,,0,1221207,6597
,28/09/2020,1 wk ahead cum death,US,28,Limestone County,143.729553,2.3141,6069,6069,601,109,,246,1073314,7118,,,1073314,747,105,,94167,89351,680,0,,3300,,5313,,84804,,0,1162665,7599,,21856,,30032,,0,1162665,7599
,28/09/2020,1 wk ahead cum death,US,30,Limestone County,144.729553,3.3141,,,,0,,,1616,0,,,,,,,0,0,0,0,,,,,,,,0,1616,0,,,,,,0,1616,0
,28/09/2020,1 wk ahead cum death,US,37,Limestone County,145.729553,4.3141,20312,20312,706,55,,146,1359347,6286,,,,,88,,226734,221804,684,0,,,,,,37403,,0,1581151,6951,302755,,,,1581151,6951,,0
,28/09/2020,1 wk ahead cum death,US,38,Limestone County,146.729553,5.3141,,,3060,0,,748,15481311,139998,,,,,,,852406,852406,2378,0,,,,,,,,0,16333717,142376,,,,,,0,16333717,142376
,28/09/2020,1 wk ahead cum death,US,31,Limestone County,147.729553,6.3141,7915,7915,370,22,,,949672,5569,161949,,,,,,79037,73644,576,0,12294,,,,,6869,1571329,11150,1571329,11150,174243,,,,1023316,6097,,0
,28/09/2020,1 wk ahead cum death,US,33,Limestone County,148.729553,7.3141,11845,11845,172,0,,,1848651,13084,,,,,,,61697,59237,320,0,,,,,,9522,,0,1910348,13404,,,,,,0,1907888,13398
,28/09/2020,1 wk ahead cum death,US,34,coffee county,149.729553,8.3141,,,88,0,,25,427013,4216,,,,,7,,16068,,46,0,,,,,,12583,443081,4262,443081,4262,,,,,233450,1633,,0
,28/09/2020,1 wk ahead cum death,US,35,Henry County,150.729553,9.3141,,,112,0,,19,293358,1366,,,,,,,22394,21311,105,0,,,,,,11588,,0,315752,1471,,,,,315752,1471,489504,489504
,28/09/2020,1 wk ahead cum death,US,32,Limestone County,151.729553,10.3141,46753,46753,2127,212,,,4854675,23416,487730,475588,7048383,,,4301,738749,716559,2725,0,51923,,50676,,950606,,,0,5593424,26141,539844,,526404,,5600616,26147,8042762,43659
,28/09/2020,1 wk ahead cum death,US,36,Shelby county,152.729553,11.3141,29762,29762,1753,106,5523,,2847244,11429,,,2868508,,,,333304,333304,993,0,26980,,,,312040,,,0,3180548,12422,313514,,,,,0,3180548,12422
,28/09/2020,1 wk ahead cum death,US,39,coffee county,153.729553,12.3141,,,62,0,,13,53102,582,,,,,4,,3266,3257,96,0,5,9,,,,2190,,0,56368,678,198,23,,,56359,678,56343,678
,28/09/2020,1 wk ahead cum death,US,40,Henry County,154.729553,13.3141,939,939,103,4,,34,295153,0,,,,,18,,13712,13514,42,0,,,,,13466,10781,456118,1405,456118,1405,,,,,308090,0,,0
,28/09/2020,1 wk ahead cum death,US,41,Limestone County,155.729553,14.3141,,,463,0,,114,728531,2200,,58918,,,44,,96338,96338,529,0,,,3605,4558,,78136,,0,824869,2729,,,62562,42383,826482,2726,,0
,28/09/2020,1 wk ahead cum death,US,42,Shelby county,156.729553,15.3141,2058,2058,187,17,481,54,294340,1783,,,,,,,48663,43660,597,0,,,,,,24523,,0,338000,2330,,,,,338000,2330,,0
,28/09/2020,1 wk ahead cum death,US,72,coffee county,157.729553,16.3141,,,1848,0,,406,6086511,53142,,,,,160,,327781,324743,2851,0,,,,,,,,0,6414292,55993,,,,,,0,6411254,55993
,28/09/2020,1 wk ahead cum death,US,44,Henry County,158.729553,17.3141,14115,14115,1288,131,2808,382,1365819,6522,,,,,132,,138104,,1549,0,,,,,139052,103722,,0,2421127,27395,,,,,1503923,8071,2421127,27395
,28/09/2020,1 wk ahead cum death,US,45,Limestone County,159.729553,18.3141,3239,3239,355,0,890,111,504219,0,,,,274,42,,67862,,0,0,,,,,,2301,,0,572081,0,,,,,572081,0,,0
,28/09/2020,1 wk ahead cum death,US,46,Shelby county,160.729553,19.3141,6259,6259,704,138,1595,170,1520925,25439,,,,,,,81691,70080,761,0,,,,,,13986,,0,1591005,25908,79053,36493,,,,0,1591005,25908
,28/09/2020,1 wk ahead cum death,US,47,coffee county,161.729553,20.3141,,,573,0,,,2337518,19900,,,,,68,,175329,172801,682,0,,,,,,157873,,0,2512847,20582,,,,,2510319,20582,,0
,28/09/2020,1 wk ahead cum death,US,48,Henry County,162.729553,21.3141,12899,12899,514,17,,87,2306329,13112,,,,,27,,140412,137565,749,0,,,,,179559,116364,,0,4857515,42116,,,123089,154194,2443894,13744,4857515,42116
,28/09/2020,1 wk ahead cum death,US,49,Limestone County,163.729553,22.3141,16150,16150,402,43,,102,1618966,8392,,126269,,,,,132343,132343,482,0,,,12358,,158779,7744,,0,2934933,18713,,,138627,,1751309,8874,2934933,18713
,28/09/2020,1 wk ahead cum death,US,51,Shelby county,164.729553,23.3141,463,463,8,0,,3,508498,23112,10139,,506879,,0,,5780,5160,28,0,347,,,,6462,5006,,0,514278,23140,10498,,,,,0,513658,23197
,28/09/2020,1 wk ahead cum death,US,78,coffee county,165.729553,24.3141,,,899,0,,230,3946697,36996,,,3946697,,95,,152862,137702,1466,0,,,,,189951,104271,,0,4099559,38462,308055,,,,,0,4136648,38839
,28/09/2020,1 wk ahead cum death,US,50,Henry County,166.729553,25.3141,8500,8500,481,79,2328,134,1486287,9974,,,,,,,114574,114574,1135,0,,,,,,102624,2355124,18002,2355124,18002,,,,,1600861,11109,,0
,28/09/2020,1 wk ahead cum death,US,53,Limestone County,167.729553,26.3141,,,1313,0,,,1303437,0,76509,71709,1908333,,,,144230,144230,0,0,4188,3979,3618,,163531,,,0,2075699,0,80831,20834,69462,14213,1447667,0,2075699,0
